investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,units
INV003469,2024-05-02,149324,Redemption,228623,Maharashtra,Nashik,B30,26-35,Male,9.9,Net Banking,Verified,2286.23
INV002553,2024-05-02,120844,Lumpsum,360201,Gujarat,Ahmedabad,T30,36-45,Female,47.8,UPI,Verified,3602.01
INV001799,2024-05-02,120841,SIP,4601,Rajasthan,Udaipur,B30,56+,Female,45.2,UPI,Verified,46.01
INV002240,2024-05-02,125498,Lumpsum,307784,Haryana,Faridabad,B30,26-35,Male,24.7,UPI,Pending,3077.84
INV002905,2024-05-02,119599,Redemption,429209,Tamil Nadu,Chennai,T30,36-45,Female,32.4,UPI,Verified,4292.09
INV004427,2024-05-02,119095,SIP,503,Punjab,Amritsar,B30,36-45,Female,54.2,Cheque,Verified,5.03
INV000109,2024-05-02,118633,Lumpsum,302877,Karnataka,Bangalore,T30,26-35,Female,15.0,Mandate,Verified,3028.77
INV002712,2024-05-02,148569,SIP,12165,Karnataka,Bangalore,T30,46-55,Male,24.8,Net Banking,Verified,121.65
INV000729,2024-05-02,118636,SIP,54548,Telangana,Hyderabad,T30,36-45,Male,36.5,Net Banking,Verified,545.48
INV001802,2024-05-02,149323,SIP,8134,Punjab,Chandigarh,T30,46-55,Male,77.7,Mandate,Pending,81.34
INV002910,2024-05-02,148568,Lumpsum,341514,Haryana,Faridabad,B30,26-35,Female,22.0,Cheque,Verified,3415.14
INV001082,2024-05-02,118633,SIP,3103,Uttar Pradesh,Lucknow,T30,46-55,Female,64.2,Mandate,Verified,31.03
INV002307,2024-05-02,101208,SIP,4056,Gujarat,Ahmedabad,T30,26-35,Male,24.2,UPI,Verified,40.56
INV003390,2024-05-02,102886,SIP,11290,Haryana,Faridabad,B30,26-35,Male,9.6,Net Banking,Verified,112.9
INV003388,2024-05-02,120841,SIP,482,Haryana,Faridabad,B30,56+,Female,39.3,Net Banking,Pending,4.82
INV004185,2024-05-02,119599,Lumpsum,188411,Tamil Nadu,Coimbatore,B30,46-55,Male,38.5,Net Banking,Verified,1884.11
INV002523,2024-05-02,120844,SIP,6891,Telangana,Hyderabad,T30,46-55,Female,57.2,UPI,Verified,68.91
INV004997,2024-05-02,118635,SIP,3041,Tamil Nadu,Coimbatore,B30,36-45,Female,54.3,Mandate,Verified,30.41
INV003213,2024-05-02,118636,Redemption,364781,Uttar Pradesh,Lucknow,T30,26-35,Male,21.3,UPI,Verified,3647.81
INV000879,2024-05-02,120843,SIP,2628,Gujarat,Surat,T30,36-45,Male,59.0,UPI,Verified,26.28
INV003216,2024-05-02,119092,Lumpsum,436107,Delhi,New Delhi,T30,36-45,Male,12.6,Cheque,Verified,4361.07
INV001740,2024-05-02,101206,Lumpsum,102474,Uttar Pradesh,Kanpur,B30,36-45,Female,53.9,Net Banking,Pending,1024.74
INV002642,2024-05-02,101207,Redemption,334953,Haryana,Gurugram,T30,46-55,Female,48.8,Net Banking,Verified,3349.53
INV002642,2024-05-02,120841,SIP,2295,Haryana,Gurugram,T30,46-55,Female,48.8,Cheque,Verified,22.95
INV004400,2024-05-02,101208,SIP,53209,Uttar Pradesh,Agra,B30,26-35,Male,19.5,Net Banking,Verified,532.09
INV002753,2024-05-02,120843,Lumpsum,127052,Uttar Pradesh,Lucknow,T30,26-35,Female,21.2,Cheque,Verified,1270.52
INV001670,2024-05-02,101208,Lumpsum,216770,West Bengal,Kolkata,T30,26-35,Male,16.5,Net Banking,Verified,2167.7
INV002704,2024-05-02,120504,SIP,23542,Delhi,Noida,T30,36-45,Female,47.8,Mandate,Pending,235.42
INV001750,2024-05-02,119094,Redemption,275581,Telangana,Hyderabad,T30,36-45,Female,38.8,UPI,Verified,2755.81
INV004973,2024-05-02,119093,SIP,950,Tamil Nadu,Coimbatore,B30,26-35,Male,11.3,UPI,Verified,9.5
INV000246,2024-05-02,148569,SIP,8306,Tamil Nadu,Chennai,T30,26-35,Male,19.7,Net Banking,Verified,83.06
INV004208,2024-05-02,120506,SIP,8357,West Bengal,Kolkata,T30,36-45,Male,53.3,Mandate,Verified,83.57
INV002010,2024-05-02,118635,SIP,27549,Uttar Pradesh,Agra,B30,56+,Male,11.6,Mandate,Verified,275.49
INV002780,2024-05-02,118636,SIP,14630,Haryana,Faridabad,B30,36-45,Male,21.2,Net Banking,Verified,146.3
INV000823,2024-05-02,119120,SIP,22721,Madhya Pradesh,Bhopal,B30,46-55,Male,41.5,Cheque,Verified,227.21
INV003529,2024-05-02,149322,SIP,410,Tamil Nadu,Chennai,T30,36-45,Female,36.6,Cheque,Verified,4.1
INV004965,2024-05-02,148568,Lumpsum,207636,Telangana,Hyderabad,T30,46-55,Female,30.3,Net Banking,Verified,2076.36
INV004962,2024-05-02,125498,SIP,11909,Uttar Pradesh,Agra,B30,18-25,Male,6.7,Net Banking,Pending,119.09
INV004863,2024-05-02,119092,SIP,8730,Maharashtra,Mumbai,T30,26-35,Male,21.1,Mandate,Verified,87.3
INV001647,2024-05-02,149324,Redemption,358120,Uttar Pradesh,Kanpur,B30,26-35,Male,7.6,Mandate,Verified,3581.2
INV002859,2024-05-03,102886,SIP,23211,Madhya Pradesh,Indore,T30,26-35,Male,20.1,Mandate,Verified,232.11
INV000243,2024-05-03,119552,Lumpsum,502810,Punjab,Chandigarh,T30,26-35,Male,21.5,Mandate,Pending,5028.1
INV001481,2024-05-03,125497,Lumpsum,244291,Telangana,Hyderabad,T30,26-35,Male,23.4,Cheque,Verified,2442.91
INV004427,2024-05-03,118636,SIP,43391,Punjab,Amritsar,B30,36-45,Female,54.2,Mandate,Verified,433.91
INV000225,2024-05-03,119120,Lumpsum,163001,Delhi,New Delhi,T30,56+,Male,44.0,UPI,Verified,1630.01
INV003585,2024-05-03,100025,SIP,7817,Karnataka,Bangalore,T30,18-25,Male,7.0,Cheque,Verified,78.17
INV003099,2024-05-03,119120,SIP,2991,Gujarat,Surat,T30,36-45,Male,14.4,Mandate,Verified,29.91
INV003479,2024-05-03,120503,Lumpsum,145544,West Bengal,Kolkata,T30,36-45,Female,44.7,Mandate,Verified,1455.44
INV004403,2024-05-03,100016,SIP,407,West Bengal,Kolkata,T30,26-35,Male,17.6,Cheque,Verified,4.07
INV000640,2024-05-03,102887,SIP,8756,Telangana,Hyderabad,T30,18-25,Male,5.3,Net Banking,Verified,87.56
INV004148,2024-05-03,102886,Redemption,256671,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Mandate,Pending,2566.71
INV002270,2024-05-03,119094,Lumpsum,354032,Madhya Pradesh,Indore,T30,46-55,Female,23.9,Mandate,Verified,3540.32
INV001352,2024-05-03,120841,SIP,1071,Punjab,Chandigarh,T30,26-35,Female,8.3,Mandate,Verified,10.71
INV000433,2024-05-03,102886,SIP,12097,Punjab,Amritsar,B30,36-45,Male,56.4,Cheque,Verified,120.97
INV002823,2024-05-03,101207,Redemption,79617,Telangana,Hyderabad,T30,26-35,Male,21.5,Cheque,Verified,796.17
INV003192,2024-05-03,149323,Lumpsum,405593,Uttar Pradesh,Lucknow,T30,26-35,Male,22.2,Cheque,Verified,4055.93
INV000410,2024-05-03,100025,Lumpsum,494602,Rajasthan,Jaipur,T30,18-25,Female,5.3,Cheque,Verified,4946.02
INV002679,2024-05-03,118633,Redemption,144820,Uttar Pradesh,Agra,B30,36-45,Male,33.8,Net Banking,Verified,1448.2
INV004518,2024-05-03,118632,Lumpsum,63224,Uttar Pradesh,Lucknow,T30,26-35,Female,24.4,Cheque,Verified,632.24
INV004038,2024-05-03,148568,SIP,54855,Gujarat,Surat,T30,26-35,Female,24.6,Net Banking,Verified,548.55
INV003762,2024-05-03,148567,SIP,2910,Telangana,Hyderabad,T30,36-45,Male,39.4,UPI,Verified,29.1
INV004493,2024-05-03,101208,SIP,29679,Tamil Nadu,Chennai,T30,36-45,Male,19.3,Mandate,Verified,296.79
INV000614,2024-05-03,120504,Lumpsum,348496,Rajasthan,Udaipur,B30,26-35,Male,6.1,Net Banking,Verified,3484.96
INV004695,2024-05-03,101207,SIP,583,Gujarat,Ahmedabad,T30,26-35,Female,14.3,Net Banking,Verified,5.83
INV001065,2024-05-03,102886,SIP,10176,Haryana,Gurugram,T30,56+,Female,37.2,Net Banking,Verified,101.76
INV001914,2024-05-03,100025,SIP,1135,Delhi,Gurugram,T30,56+,Male,61.9,Cheque,Verified,11.35
INV000316,2024-05-03,119095,SIP,8118,Karnataka,Bangalore,T30,46-55,Female,39.5,UPI,Verified,81.18
INV004723,2024-05-03,119095,Lumpsum,283530,Gujarat,Surat,T30,26-35,Male,23.0,Mandate,Verified,2835.3
INV003315,2024-05-03,119095,Redemption,69369,Madhya Pradesh,Bhopal,B30,36-45,Female,58.1,Net Banking,Verified,693.69
INV001899,2024-05-03,149323,SIP,855,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Net Banking,Verified,8.55
INV001887,2024-05-03,119095,Lumpsum,204688,Karnataka,Mysore,B30,26-35,Female,8.1,UPI,Verified,2046.88
INV002556,2024-05-03,120842,Lumpsum,308928,Delhi,Noida,T30,26-35,Male,8.1,UPI,Pending,3089.28
INV002558,2024-05-03,120503,SIP,11627,Haryana,Faridabad,B30,26-35,Female,9.1,Net Banking,Verified,116.27
INV000257,2024-05-03,148567,SIP,43763,Gujarat,Surat,T30,36-45,Male,27.9,Mandate,Verified,437.63
INV004701,2024-05-03,118635,SIP,5264,Haryana,Gurugram,T30,26-35,Male,7.3,Cheque,Pending,52.64
INV001856,2024-05-03,120844,Redemption,125017,Delhi,New Delhi,T30,36-45,Female,43.5,Net Banking,Verified,1250.17
INV000645,2024-05-03,119093,Redemption,271201,Karnataka,Bangalore,T30,18-25,Male,3.9,Mandate,Verified,2712.01
INV000087,2024-05-03,120843,Redemption,224929,Rajasthan,Jaipur,T30,36-45,Male,56.2,Net Banking,Verified,2249.29
INV003599,2024-05-03,100025,SIP,2890,Madhya Pradesh,Indore,T30,46-55,Male,43.2,Mandate,Verified,28.9
INV000751,2024-05-03,119094,SIP,9125,Uttar Pradesh,Kanpur,B30,36-45,Male,17.7,Mandate,Verified,91.25
INV001705,2024-05-03,120842,SIP,13776,Haryana,Faridabad,B30,46-55,Male,84.3,Net Banking,Verified,137.76
INV001800,2024-05-03,125498,Lumpsum,378305,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Mandate,Verified,3783.05
INV003684,2024-05-03,119551,SIP,24457,Karnataka,Bangalore,T30,36-45,Male,42.9,Cheque,Verified,244.57
INV003928,2024-05-03,119092,Lumpsum,347177,Rajasthan,Jaipur,T30,36-45,Male,22.8,Cheque,Verified,3471.77
INV000774,2024-05-03,119093,Lumpsum,384120,Telangana,Hyderabad,T30,36-45,Male,34.9,Net Banking,Verified,3841.2
INV002622,2024-05-03,101207,SIP,16725,Karnataka,Mysore,B30,18-25,Female,4.0,UPI,Verified,167.25
INV002184,2024-05-03,118633,Lumpsum,166699,Uttar Pradesh,Agra,B30,36-45,Female,38.1,Mandate,Verified,1666.99
INV000786,2024-05-03,120843,SIP,4244,Madhya Pradesh,Bhopal,B30,26-35,Male,17.9,Mandate,Verified,42.44
INV004237,2024-05-03,148568,SIP,540,Haryana,Faridabad,B30,36-45,Male,14.1,Mandate,Verified,5.4
INV003548,2024-05-03,101206,SIP,3336,Karnataka,Bangalore,T30,26-35,Male,23.3,Cheque,Verified,33.36
INV001181,2024-05-03,120504,SIP,56623,West Bengal,Kolkata,T30,26-35,Male,21.0,Net Banking,Verified,566.23
INV003590,2024-05-03,119551,SIP,58448,Karnataka,Bangalore,T30,46-55,Female,23.1,Mandate,Verified,584.48
INV000862,2024-05-03,148567,SIP,1024,Uttar Pradesh,Agra,B30,26-35,Female,24.4,Cheque,Verified,10.24
INV004983,2024-05-03,120841,Lumpsum,182271,Madhya Pradesh,Bhopal,B30,26-35,Male,20.6,UPI,Verified,1822.71
INV002883,2024-05-03,149324,Redemption,295703,West Bengal,Kolkata,T30,26-35,Female,12.5,UPI,Verified,2957.03
INV002912,2024-05-03,118636,Lumpsum,49792,Maharashtra,Mumbai,T30,26-35,Female,23.6,Cheque,Verified,497.92
INV003427,2024-05-03,125498,Lumpsum,6888,West Bengal,Kolkata,T30,18-25,Male,4.4,Net Banking,Verified,68.88
INV002149,2024-05-03,120842,SIP,15607,Tamil Nadu,Coimbatore,B30,26-35,Male,21.8,Mandate,Verified,156.07
INV002149,2024-05-03,119120,SIP,9050,Tamil Nadu,Coimbatore,B30,26-35,Male,21.8,UPI,Verified,90.5
INV004578,2024-05-03,119551,Lumpsum,186847,Haryana,Gurugram,T30,26-35,Male,21.0,UPI,Verified,1868.47
INV004864,2024-05-03,101206,SIP,4856,Punjab,Amritsar,B30,26-35,Female,10.5,Net Banking,Verified,48.56
INV000687,2024-05-03,118636,SIP,1176,Maharashtra,Pune,T30,36-45,Male,41.0,UPI,Verified,11.76
INV004338,2024-05-03,119552,Lumpsum,327441,Maharashtra,Mumbai,T30,46-55,Female,82.5,UPI,Verified,3274.41
INV002640,2024-05-03,149324,Lumpsum,137135,Haryana,Faridabad,B30,56+,Female,50.5,UPI,Verified,1371.35
INV000185,2024-05-04,119093,SIP,9973,Telangana,Hyderabad,T30,46-55,Male,50.3,Mandate,Pending,99.73
INV003533,2024-05-04,100016,Redemption,440266,Telangana,Hyderabad,T30,56+,Female,11.4,Cheque,Verified,4402.66
INV002119,2024-05-04,101208,SIP,29435,Tamil Nadu,Coimbatore,B30,26-35,Female,11.8,Net Banking,Pending,294.35
INV004262,2024-05-04,102887,Lumpsum,342023,Uttar Pradesh,Agra,B30,26-35,Male,6.2,Net Banking,Verified,3420.23
INV001341,2024-05-04,118635,SIP,2759,Madhya Pradesh,Indore,T30,46-55,Male,89.7,Mandate,Verified,27.59
INV004358,2024-05-04,149323,Lumpsum,150607,Tamil Nadu,Coimbatore,B30,26-35,Male,6.5,Cheque,Verified,1506.07
INV001673,2024-05-04,119094,SIP,4197,West Bengal,Kolkata,T30,26-35,Male,23.0,Net Banking,Verified,41.97
INV000553,2024-05-04,119092,Lumpsum,347695,Rajasthan,Jaipur,T30,36-45,Male,50.4,Mandate,Verified,3476.95
INV000161,2024-05-04,101206,SIP,846,Rajasthan,Jaipur,T30,18-25,Female,6.8,Cheque,Verified,8.46
INV001644,2024-05-04,119598,SIP,59312,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,UPI,Verified,593.12
INV003734,2024-05-04,120503,SIP,11922,Tamil Nadu,Coimbatore,B30,56+,Male,70.3,Mandate,Verified,119.22
INV002338,2024-05-04,120844,SIP,13719,Delhi,New Delhi,T30,26-35,Male,23.6,Mandate,Verified,137.19
INV002409,2024-05-04,149323,SIP,54509,Punjab,Amritsar,B30,18-25,Female,4.9,Net Banking,Verified,545.09
INV004664,2024-05-04,101208,Lumpsum,110647,Karnataka,Bangalore,T30,26-35,Male,18.6,UPI,Verified,1106.47
INV002808,2024-05-04,149324,SIP,4499,Uttar Pradesh,Agra,B30,26-35,Male,24.1,Net Banking,Verified,44.99
INV004128,2024-05-04,118632,SIP,26215,Haryana,Faridabad,B30,18-25,Male,3.3,Mandate,Verified,262.15
INV002412,2024-05-04,119120,SIP,2347,Karnataka,Bangalore,T30,26-35,Male,11.4,Cheque,Verified,23.47
INV000809,2024-05-04,119599,SIP,486,Tamil Nadu,Chennai,T30,56+,Male,59.1,Cheque,Verified,4.86
INV002954,2024-05-04,118634,SIP,12812,Delhi,New Delhi,T30,26-35,Female,6.0,Cheque,Verified,128.12
INV002023,2024-05-04,100025,SIP,46905,Madhya Pradesh,Indore,T30,36-45,Female,50.5,UPI,Verified,469.05
INV001366,2024-05-04,148569,SIP,15905,Maharashtra,Pune,T30,26-35,Female,13.6,Cheque,Verified,159.05
INV000821,2024-05-04,119092,SIP,2611,Uttar Pradesh,Kanpur,B30,36-45,Male,50.1,UPI,Verified,26.11
INV000523,2024-05-04,148569,SIP,1035,West Bengal,Kolkata,T30,36-45,Male,13.1,Mandate,Verified,10.35
INV003184,2024-05-04,119095,SIP,5677,Maharashtra,Pune,T30,26-35,Male,8.1,Mandate,Verified,56.77
INV000194,2024-05-04,119552,Lumpsum,227296,Maharashtra,Pune,T30,36-45,Male,21.6,Mandate,Verified,2272.96
INV003731,2024-05-04,102886,Lumpsum,71482,Tamil Nadu,Coimbatore,B30,26-35,Female,9.9,Cheque,Verified,714.82
INV003079,2024-05-04,118636,SIP,435,Gujarat,Surat,T30,26-35,Male,8.5,UPI,Verified,4.35
INV002179,2024-05-04,120842,SIP,1123,Haryana,Gurugram,T30,26-35,Female,12.0,Net Banking,Verified,11.23
INV000639,2024-05-04,119092,Lumpsum,514276,Tamil Nadu,Coimbatore,B30,18-25,Female,3.6,Cheque,Verified,5142.76
INV002566,2024-05-04,101206,SIP,7262,Uttar Pradesh,Kanpur,B30,26-35,Female,23.0,UPI,Verified,72.62
INV002582,2024-05-04,102886,Redemption,406798,Telangana,Hyderabad,T30,26-35,Female,11.1,UPI,Verified,4067.98
INV002881,2024-05-04,148569,SIP,2609,Uttar Pradesh,Agra,B30,26-35,Female,11.4,UPI,Verified,26.09
INV003352,2024-05-04,120844,SIP,7674,Maharashtra,Mumbai,T30,36-45,Male,59.3,Cheque,Pending,76.74
INV002689,2024-05-04,120506,SIP,531,Madhya Pradesh,Bhopal,B30,26-35,Male,7.4,UPI,Verified,5.31
INV004891,2024-05-04,119094,Lumpsum,191043,Telangana,Hyderabad,T30,46-55,Female,83.5,Cheque,Verified,1910.43
INV000963,2024-05-04,149322,Redemption,284945,Punjab,Chandigarh,T30,18-25,Male,4.9,Cheque,Verified,2849.45
INV004345,2024-05-04,149323,Lumpsum,30795,West Bengal,Kolkata,T30,36-45,Female,33.3,UPI,Pending,307.95
INV002223,2024-05-04,118635,Redemption,53740,Karnataka,Bangalore,T30,36-45,Female,40.7,Mandate,Verified,537.4
INV002253,2024-05-04,120506,Redemption,334394,West Bengal,Kolkata,T30,46-55,Male,28.6,Mandate,Pending,3343.94
INV002989,2024-05-04,100025,Lumpsum,76012,Haryana,Faridabad,B30,46-55,Male,16.3,Mandate,Verified,760.12
INV000107,2024-05-04,101206,SIP,2026,Maharashtra,Mumbai,T30,26-35,Male,14.7,UPI,Verified,20.26
INV001834,2024-05-04,101206,SIP,10720,Gujarat,Ahmedabad,T30,26-35,Male,11.4,Mandate,Verified,107.2
INV004748,2024-05-04,100016,SIP,3205,Delhi,Noida,T30,26-35,Male,12.6,Cheque,Verified,32.05
INV001388,2024-05-04,119120,SIP,2386,Punjab,Amritsar,B30,46-55,Male,72.8,Mandate,Verified,23.86
INV003977,2024-05-04,119093,SIP,57886,Rajasthan,Udaipur,B30,46-55,Male,77.8,Cheque,Verified,578.86
INV001844,2024-05-04,118633,Redemption,86674,West Bengal,Kolkata,T30,26-35,Female,18.8,UPI,Verified,866.74
INV003612,2024-05-04,119552,Redemption,336642,Gujarat,Surat,T30,56+,Male,71.8,UPI,Verified,3366.42
INV000663,2024-05-04,101208,SIP,2355,Haryana,Gurugram,T30,26-35,Female,13.8,Mandate,Verified,23.55
INV002957,2024-05-04,118635,Lumpsum,169698,Tamil Nadu,Chennai,T30,26-35,Male,15.5,Net Banking,Verified,1696.98
INV000307,2024-05-04,120843,SIP,7847,Telangana,Hyderabad,T30,18-25,Male,7.8,Cheque,Verified,78.47
INV002255,2024-05-04,149322,SIP,7025,Rajasthan,Jaipur,T30,26-35,Male,24.0,UPI,Verified,70.25
INV003310,2024-05-04,119552,Lumpsum,102240,Telangana,Hyderabad,T30,26-35,Male,8.0,UPI,Verified,1022.4
INV002767,2024-05-04,120504,Lumpsum,407901,Madhya Pradesh,Indore,T30,26-35,Male,10.8,Cheque,Verified,4079.01
INV002590,2024-05-04,119551,SIP,881,West Bengal,Kolkata,T30,36-45,Male,45.1,Net Banking,Verified,8.81
INV004534,2024-05-04,102885,SIP,2595,Maharashtra,Nashik,B30,26-35,Male,8.8,Net Banking,Verified,25.95
INV004151,2024-05-05,120505,SIP,54885,Karnataka,Mysore,B30,26-35,Male,21.6,UPI,Verified,548.85
INV001665,2024-05-05,118632,SIP,584,Telangana,Hyderabad,T30,36-45,Male,35.1,Net Banking,Verified,5.84
INV000908,2024-05-05,102885,SIP,3544,Karnataka,Mysore,B30,26-35,Male,11.3,UPI,Verified,35.44
INV003331,2024-05-05,149322,Redemption,285601,Karnataka,Bangalore,T30,26-35,Female,7.1,Mandate,Verified,2856.01
INV002788,2024-05-05,119095,SIP,951,Uttar Pradesh,Agra,B30,26-35,Male,23.5,Mandate,Verified,9.51
INV002791,2024-05-05,120503,SIP,2935,Madhya Pradesh,Indore,T30,36-45,Male,54.9,Cheque,Verified,29.35
INV003355,2024-05-05,119599,SIP,418,West Bengal,Kolkata,T30,26-35,Female,14.6,Mandate,Verified,4.18
INV001553,2024-05-05,119552,SIP,4264,Delhi,Noida,T30,26-35,Male,23.5,UPI,Verified,42.64
INV001815,2024-05-05,120844,SIP,1149,West Bengal,Kolkata,T30,26-35,Female,23.7,Net Banking,Pending,11.49
INV001547,2024-05-05,120506,SIP,3519,Tamil Nadu,Coimbatore,B30,36-45,Male,55.7,UPI,Verified,35.19
INV002783,2024-05-05,149322,SIP,14181,West Bengal,Kolkata,T30,26-35,Male,7.0,Net Banking,Verified,141.81
INV002922,2024-05-05,101206,SIP,9053,Punjab,Chandigarh,T30,18-25,Male,3.0,Net Banking,Verified,90.53
INV001712,2024-05-05,119599,Lumpsum,331733,West Bengal,Kolkata,T30,18-25,Male,6.2,Mandate,Verified,3317.33
INV002707,2024-05-05,102886,Lumpsum,497440,Maharashtra,Mumbai,T30,26-35,Male,24.7,UPI,Verified,4974.4
INV000522,2024-05-05,125498,SIP,2556,Punjab,Chandigarh,T30,26-35,Female,10.8,Net Banking,Verified,25.56
INV001574,2024-05-05,100016,SIP,9228,Maharashtra,Mumbai,T30,36-45,Female,35.7,Mandate,Verified,92.28
INV001916,2024-05-05,120503,Redemption,222088,Haryana,Gurugram,T30,26-35,Male,11.0,UPI,Verified,2220.88
INV002740,2024-05-05,102887,Lumpsum,303170,Maharashtra,Mumbai,T30,26-35,Female,24.5,UPI,Verified,3031.7
INV004349,2024-05-05,120844,Lumpsum,36085,Haryana,Gurugram,T30,26-35,Female,9.3,Net Banking,Verified,360.85
INV002504,2024-05-05,119598,Lumpsum,198617,Madhya Pradesh,Bhopal,B30,26-35,Male,22.4,Mandate,Verified,1986.17
INV004313,2024-05-05,120507,SIP,14149,Maharashtra,Nashik,B30,36-45,Male,44.3,Cheque,Verified,141.49
INV003242,2024-05-05,149323,SIP,12559,Punjab,Chandigarh,T30,26-35,Female,18.1,UPI,Verified,125.59
INV003594,2024-05-05,148569,SIP,43296,Madhya Pradesh,Indore,T30,18-25,Male,5.8,Cheque,Verified,432.96
INV003252,2024-05-05,100025,SIP,16622,Tamil Nadu,Chennai,T30,46-55,Male,95.5,UPI,Verified,166.22
INV000458,2024-05-05,118634,SIP,852,Rajasthan,Udaipur,B30,56+,Male,18.9,Mandate,Verified,8.52
INV003101,2024-05-05,100016,SIP,4585,Tamil Nadu,Chennai,T30,26-35,Female,24.8,Cheque,Verified,45.85
INV002894,2024-05-05,120843,Redemption,298953,Delhi,Noida,T30,26-35,Male,10.4,Net Banking,Verified,2989.53
INV003693,2024-05-05,120842,SIP,29686,Madhya Pradesh,Bhopal,B30,36-45,Male,25.2,Net Banking,Verified,296.86
INV001466,2024-05-05,119094,SIP,17528,Delhi,Noida,T30,46-55,Female,20.3,Mandate,Verified,175.28
INV001356,2024-05-05,102885,SIP,1075,Gujarat,Ahmedabad,T30,26-35,Male,19.7,Cheque,Verified,10.75
INV003985,2024-05-05,120507,SIP,14763,Tamil Nadu,Coimbatore,B30,18-25,Male,4.3,Mandate,Verified,147.63
INV002391,2024-05-05,100016,SIP,1941,Madhya Pradesh,Bhopal,B30,18-25,Female,7.9,Mandate,Verified,19.41
INV002863,2024-05-05,102887,SIP,7226,Rajasthan,Udaipur,B30,36-45,Female,49.8,Net Banking,Verified,72.26
INV000360,2024-05-05,120505,SIP,9763,Maharashtra,Mumbai,T30,36-45,Female,55.3,Cheque,Verified,97.63
INV002955,2024-05-05,101208,Redemption,238216,Tamil Nadu,Coimbatore,B30,36-45,Female,46.9,UPI,Verified,2382.16
INV004896,2024-05-05,119552,Redemption,12392,Uttar Pradesh,Agra,B30,18-25,Female,3.5,Net Banking,Verified,123.92
INV004665,2024-05-05,119120,Redemption,448517,Madhya Pradesh,Bhopal,B30,36-45,Male,17.1,UPI,Verified,4485.17
INV000346,2024-05-05,149322,Redemption,125921,Haryana,Faridabad,B30,26-35,Male,22.0,Mandate,Verified,1259.21
INV002154,2024-05-05,149322,SIP,1036,Uttar Pradesh,Lucknow,T30,36-45,Male,40.5,Cheque,Verified,10.36
INV004701,2024-05-05,118632,SIP,14454,Haryana,Gurugram,T30,26-35,Male,7.3,Net Banking,Verified,144.54
INV004889,2024-05-05,119599,Redemption,357550,Rajasthan,Jaipur,T30,46-55,Male,34.5,Net Banking,Verified,3575.5
INV004884,2024-05-05,100025,SIP,3220,Karnataka,Bangalore,T30,18-25,Male,4.7,Cheque,Verified,32.2
INV003053,2024-05-05,119095,SIP,2804,Delhi,Gurugram,T30,46-55,Male,57.4,UPI,Pending,28.04
INV003210,2024-05-05,120507,SIP,595,Haryana,Faridabad,B30,36-45,Female,23.1,Net Banking,Verified,5.95
INV004617,2024-05-05,119598,SIP,3391,Karnataka,Bangalore,T30,26-35,Male,22.1,Cheque,Pending,33.91
INV001109,2024-05-05,118635,SIP,2821,Delhi,Noida,T30,26-35,Male,18.4,UPI,Verified,28.21
INV002111,2024-05-05,100025,Redemption,176168,Telangana,Hyderabad,T30,36-45,Female,29.2,Mandate,Verified,1761.68
INV004774,2024-05-05,119552,Redemption,477204,Tamil Nadu,Coimbatore,B30,36-45,Male,21.8,Cheque,Verified,4772.04
INV001039,2024-05-05,119599,SIP,5196,Gujarat,Surat,T30,36-45,Male,12.8,Cheque,Verified,51.96
INV001350,2024-05-05,120843,Lumpsum,272581,Madhya Pradesh,Bhopal,B30,46-55,Female,31.7,Net Banking,Verified,2725.81
INV000012,2024-05-05,149322,Redemption,279075,Uttar Pradesh,Kanpur,B30,46-55,Male,51.6,Cheque,Verified,2790.75
INV002382,2024-05-05,119092,SIP,1985,Maharashtra,Mumbai,T30,26-35,Male,18.5,UPI,Verified,19.85
INV001452,2024-05-05,101208,SIP,2231,Delhi,Gurugram,T30,26-35,Female,15.6,Net Banking,Verified,22.31
INV001654,2024-05-05,101207,SIP,3310,Uttar Pradesh,Lucknow,T30,36-45,Female,28.1,Net Banking,Verified,33.1
INV001198,2024-05-05,148568,Lumpsum,271716,Maharashtra,Mumbai,T30,26-35,Female,20.4,Cheque,Pending,2717.16
INV000024,2024-05-05,102886,SIP,4483,Delhi,Gurugram,T30,36-45,Female,27.0,Mandate,Verified,44.83
INV003005,2024-05-05,148569,Lumpsum,194335,Punjab,Amritsar,B30,26-35,Male,24.5,Net Banking,Verified,1943.35
INV001063,2024-05-05,119094,SIP,840,Haryana,Faridabad,B30,26-35,Male,24.1,Net Banking,Verified,8.4
INV003648,2024-05-05,119599,Redemption,461725,Haryana,Faridabad,B30,46-55,Male,74.1,Net Banking,Verified,4617.25
INV004008,2024-05-05,120503,Redemption,409508,Maharashtra,Nashik,B30,46-55,Male,17.2,Net Banking,Verified,4095.08
INV003007,2024-05-05,119120,SIP,1026,Haryana,Faridabad,B30,26-35,Male,21.8,UPI,Verified,10.26
INV003083,2024-05-05,119598,Redemption,135003,Madhya Pradesh,Bhopal,B30,56+,Female,41.3,Mandate,Verified,1350.03
